samples_per_class,discount,num_features,num_selected,n_support,lambda,kernel1_size,kernel2_size,num_skip,participant1,participant2,test_acc,n_shots,sim_acc,svm_acc,knn_total_acc,lying,standing,walking,running,ascending stairs,vacuum cleaning,rope jumping,sim sitting,sim cycling,sim Nordic walking,sim descending stairs,sim ironing,svm sitting,svm cycling,svm Nordic walking,svm descending stairs,svm ironing,knn sitting,knn cycling,knn Nordic walking,knn descending stairs,knn ironing,len_source,len_target,sim_source,sim_target,svm_source,svm_target,knn_source,knn_target
10,0.7,128,6,7,0.0,2,4,1,1,same,0.2785714285714286,3,0.7689243027888446,0.7713147410358566,0.7891102257636122,0.0,0.75,0.95,0.0,0.15,0.1,0.0,0.7051792828685259,0.8087649402390438,0.9575033200531209,0.6135458167330677,0.7596281540504648,0.7941567065073041,0.7343957503320053,0.9628154050464808,0.5391766268260292,0.8260292164674635,0.8725099601593626,0.7237715803452855,0.9468791500664011,0.598937583001328,0.8034528552456839,119,119,0.7142857142857143,0.7394957983193278,0.8319327731092437,0.8487394957983193,0.8907563025210085,0.8487394957983193
10,0.7,128,6,7,0.0,2,4,1,1,same,0.2785714285714286,4,0.7704787234042553,0.7875,0.8077127659574468,0.0,0.75,0.95,0.0,0.15,0.1,0.0,0.6941489361702128,0.8843085106382979,0.9654255319148937,0.5784574468085106,0.7300531914893617,0.7726063829787234,0.8271276595744681,0.9667553191489362,0.5492021276595744,0.8218085106382979,0.761968085106383,0.8550531914893617,0.949468085106383,0.6409574468085106,0.8311170212765957,112,112,0.7321428571428571,0.7767857142857143,0.8660714285714286,0.8571428571428571,0.8928571428571429,0.8125
10,0.7,128,6,7,0.0,2,4,1,1,same,0.2785714285714286,5,0.7733688415446072,0.8127829560585885,0.8197070572569907,0.0,0.75,0.95,0.0,0.15,0.1,0.0,0.7416777629826897,0.8322237017310253,0.9640479360852197,0.6245006657789614,0.7043941411451398,0.829560585885486,0.7936085219707057,0.966711051930759,0.6870838881491345,0.7869507323568575,0.7656458055925432,0.8548601864181092,0.9494007989347537,0.6990679094540613,0.829560585885486,105,105,0.7238095238095238,0.7333333333333333,0.8761904761904762,0.8571428571428571,0.9142857142857143,0.8095238095238095
10,0.7,128,6,7,0.0,2,4,1,1,different,0.18571428571428572,1,0.6328476821192053,0.6328476821192053,0.6328476821192053,0.95,0.0,0.05,0.0,0.05,0.25,0.0,0.5483443708609271,0.8119205298013245,0.952317880794702,0.5258278145695364,0.3258278145695364,0.5483443708609271,0.8119205298013245,0.952317880794702,0.5258278145695364,0.3258278145695364,0.5483443708609271,0.8119205298013245,0.952317880794702,0.5258278145695364,0.3258278145695364,133,133,0.6691729323308271,0.6390977443609023,0.5338345864661654,0.8872180451127819,0.8646616541353384,0.7969924812030075
10,0.7,128,6,7,0.0,2,4,1,1,different,0.18571428571428572,2,0.6212201591511937,0.6339522546419099,0.629708222811671,0.95,0.0,0.05,0.0,0.05,0.25,0.0,0.26657824933687,0.916445623342175,0.9482758620689655,0.40848806366047746,0.5663129973474801,0.28116710875331563,0.9283819628647215,0.946949602122016,0.4442970822281167,0.5689655172413793,0.27984084880636606,0.8567639257294429,0.9496021220159151,0.513262599469496,0.5490716180371353,126,126,0.6666666666666666,0.746031746031746,0.5634920634920635,0.8809523809523809,0.8888888888888888,0.7936507936507936
10,0.7,128,6,7,0.0,2,4,1,1,different,0.18571428571428572,3,0.6430278884462152,0.6656042496679947,0.6337317397078354,0.95,0.0,0.05,0.0,0.05,0.25,0.0,0.2602921646746348,0.8950863213811421,0.9442231075697212,0.5325365205843293,0.5830013280212484,0.2549800796812749,0.9057104913678619,0.9442231075697212,0.5723771580345286,0.650730411686587,0.2788844621513944,0.8565737051792829,0.949535192563081,0.5418326693227091,0.5418326693227091,119,119,0.5966386554621849,0.7563025210084033,0.6218487394957983,0.8487394957983193,0.8907563025210085,0.7478991596638656
10,0.7,128,6,7,0.0,2,4,1,1,different,0.18571428571428572,4,0.6329787234042553,0.6558510638297872,0.7055851063829788,0.95,0.0,0.05,0.0,0.05,0.25,0.0,0.300531914893617,0.9082446808510638,0.9388297872340425,0.5851063829787234,0.4321808510638298,0.3204787234042553,0.9069148936170213,0.9428191489361702,0.6289893617021277,0.4800531914893617,0.5638297872340425,0.8843085106382979,0.9095744680851063,0.648936170212766,0.5212765957446809,112,112,0.6607142857142857,0.7142857142857143,0.7410714285714286,0.8125,0.9107142857142857,0.75
10,0.7,128,6,7,0.0,2,4,1,1,different,0.18571428571428572,5,0.7083888149134487,0.718242343541944,0.7328894806924101,0.95,0.0,0.05,0.0,0.05,0.25,0.0,0.6471371504660453,0.933422103861518,0.9454061251664447,0.5539280958721704,0.4620505992010652,0.6804260985352862,0.9201065246338216,0.9467376830892144,0.5978695073235686,0.44607190412782954,0.6804260985352862,0.9134487350199734,0.9094540612516645,0.6418109187749668,0.5193075898801598,105,105,0.6476190476190476,0.7047619047619048,0.8476190476190476,0.8095238095238095,0.9047619047619048,0.780952380952381
10,0.7,128,6,7,0.0,2,4,1,2,same,0.2714285714285714,1,0.5669856459330144,0.5669856459330144,0.5669856459330144,1.0,0.65,0.05,0.0,0.0,0.0,0.2,0.33014354066985646,0.9401913875598086,0.007177033492822967,0.9569377990430622,0.6004784688995215,0.33014354066985646,0.9401913875598086,0.007177033492822967,0.9569377990430622,0.6004784688995215,0.33014354066985646,0.9401913875598086,0.007177033492822967,0.9569377990430622,0.6004784688995215,133,133,0.631578947368421,0.7368421052631579,0.5939849624060151,0.9172932330827067,0.924812030075188,0.8195488721804511
10,0.7,128,6,7,0.0,2,4,1,2,same,0.2714285714285714,2,0.6676258992805756,0.701199040767386,0.7107913669064748,1.0,0.65,0.05,0.0,0.0,0.0,0.2,0.328537170263789,0.9664268585131894,0.6091127098321343,0.8033573141486811,0.6306954436450839,0.328537170263789,0.9688249400479616,0.7482014388489209,0.8177458033573142,0.6426858513189448,0.328537170263789,0.9400479616306955,0.9112709832134293,0.8009592326139089,0.5731414868105515,126,126,0.9285714285714286,0.6507936507936508,0.8968253968253969,0.8809523809523809,0.9047619047619048,0.873015873015873
10,0.7,128,6,7,0.0,2,4,1,2,same,0.2714285714285714,3,0.7653846153846153,0.7586538461538461,0.7365384615384616,1.0,0.65,0.05,0.0,0.0,0.0,0.2,0.34375,0.9639423076923077,0.9350961538461539,0.8798076923076923,0.7043269230769231,0.3269230769230769,0.9639423076923077,0.9423076923076923,0.7884615384615384,0.7716346153846154,0.34375,0.9495192307692307,0.9543269230769231,0.8245192307692307,0.6105769230769231,119,119,0.9327731092436975,0.7142857142857143,0.907563025210084,0.907563025210084,0.907563025210084,0.8907563025210085
10,0.7,128,6,7,0.0,2,4,1,2,same,0.2714285714285714,4,0.7773493975903615,0.796144578313253,0.7946987951807228,1.0,0.65,0.05,0.0,0.0,0.0,0.2,0.3566265060240964,0.9542168674698795,0.9325301204819277,0.8939759036144578,0.7493975903614458,0.3397590361445783,0.9421686746987952,0.9542168674698795,0.963855421686747,0.7807228915662651,0.363855421686747,0.9156626506024096,0.9686746987951808,0.9518072289156626,0.7734939759036145,112,112,0.9107142857142857,0.7232142857142857,0.9375,0.9285714285714286,0.9107142857142857,0.875
10,0.7,128,6,7,0.0,2,4,1,2,same,0.2714285714285714,5,0.7657004830917874,0.7990338164251207,0.8478260869565217,1.0,0.65,0.05,0.0,0.0,0.0,0.2,0.3743961352657005,0.9637681159420289,0.9541062801932367,0.8140096618357487,0.7222222222222222,0.38405797101449274,0.9637681159420289,0.9444444444444444,0.9589371980676329,0.7439613526570048,0.6376811594202898,0.9468599033816425,0.9685990338164251,0.9516908212560387,0.7342995169082126,105,105,0.8952380952380953,0.7047619047619048,0.9523809523809523,0.9238095238095239,0.9142857142857143,0.8857142857142857
10,0.7,128,6,7,0.0,2,4,1,2,different,0.19285714285714287,1,0.5583732057416267,0.5583732057416267,0.5583732057416267,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.6244019138755981,0.9784688995215312,0.4449760765550239,0.6076555023923444,0.13636363636363635,0.6244019138755981,0.9784688995215312,0.4449760765550239,0.6076555023923444,0.13636363636363635,0.6244019138755981,0.9784688995215312,0.4449760765550239,0.6076555023923444,0.13636363636363635,133,133,0.5263157894736842,0.9473684210526315,0.44360902255639095,0.9849624060150376,0.631578947368421,0.8721804511278195
10,0.7,128,6,7,0.0,2,4,1,2,different,0.19285714285714287,2,0.4940047961630695,0.5995203836930456,0.6748201438848921,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.14148681055155876,0.8872901678657075,0.37889688249400477,0.6163069544364509,0.4460431654676259,0.513189448441247,0.9664268585131894,0.5995203836930456,0.5515587529976019,0.3669064748201439,0.9088729016786571,0.7865707434052758,0.5683453237410072,0.7218225419664268,0.38848920863309355,126,126,0.7222222222222222,0.8650793650793651,0.7063492063492064,0.8809523809523809,0.753968253968254,0.8412698412698413
10,0.7,128,6,7,0.0,2,4,1,2,different,0.19285714285714287,3,0.5245192307692308,0.5259615384615385,0.7230769230769231,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.6177884615384616,0.75,0.4519230769230769,0.49278846153846156,0.31009615384615385,0.6129807692307693,0.8149038461538461,0.5913461538461539,0.375,0.23557692307692307,0.9086538461538461,0.7211538461538461,0.9158653846153846,0.6105769230769231,0.45913461538461536,119,119,0.7142857142857143,0.8571428571428571,0.7226890756302521,0.8823529411764706,0.7647058823529411,0.8487394957983193
10,0.7,128,6,7,0.0,2,4,1,2,different,0.19285714285714287,4,0.6462650602409639,0.7469879518072289,0.7508433734939759,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.5253012048192771,0.891566265060241,0.672289156626506,0.6674698795180722,0.4746987951807229,0.8771084337349397,0.9542168674698795,0.9012048192771084,0.7156626506024096,0.28674698795180725,0.6795180722891566,0.7855421686746988,0.9759036144578314,0.6939759036144578,0.619277108433735,112,112,0.7142857142857143,0.8571428571428571,0.7410714285714286,0.875,0.8928571428571429,0.8660714285714286
10,0.7,128,6,7,0.0,2,4,1,2,different,0.19285714285714287,5,0.6971014492753623,0.8057971014492754,0.7869565217391304,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.6666666666666666,0.8961352657004831,0.5603864734299517,0.7681159420289855,0.5942028985507246,0.6980676328502415,0.9468599033816425,0.9347826086956522,0.9057971014492754,0.5434782608695652,0.678743961352657,0.8019323671497585,0.9758454106280193,0.8019323671497585,0.6763285024154589,105,105,0.7047619047619048,0.8666666666666667,0.7714285714285715,0.8571428571428571,0.8952380952380953,0.9238095238095239
10,0.7,128,6,7,0.0,2,4,1,0,same,0.0,1,0.5888392857142857,0.5888392857142857,0.5888392857142857,False,False,False,False,False,False,False,0.31473214285714285,0.5245535714285714,0.9140625,0.35044642857142855,0.8404017857142857,0.31473214285714285,0.5245535714285714,0.9140625,0.35044642857142855,0.8404017857142857,0.31473214285714285,0.5245535714285714,0.9140625,0.35044642857142855,0.8404017857142857,133,133,0.3684210526315789,0.6992481203007519,0.07518796992481203,0.9849624060150376,0.7969924812030075,0.8120300751879699
10,0.7,128,6,7,0.0,2,4,1,0,same,0.0,2,0.6639106145251397,0.6889385474860336,0.7099441340782123,False,False,False,False,False,False,False,0.4424581005586592,0.9564245810055866,0.8960893854748604,0.26033519553072626,0.7642458100558659,0.45139664804469276,0.9620111731843576,0.8893854748603351,0.2569832402234637,0.8849162011173184,0.5899441340782123,0.9664804469273743,0.9128491620111732,0.30837988826815643,0.7720670391061453,126,126,0.4523809523809524,0.5793650793650794,0.14285714285714285,0.9841269841269841,0.8174603174603174,0.873015873015873
10,0.7,128,6,7,0.0,2,4,1,0,same,0.0,3,0.6937360178970917,0.716331096196868,0.7024608501118568,False,False,False,False,False,False,False,0.6387024608501118,0.9642058165548099,0.9026845637583892,0.34675615212527966,0.616331096196868,0.7058165548098434,0.9653243847874721,0.8926174496644296,0.37583892617449666,0.6420581655480985,0.6017897091722595,0.9664429530201343,0.9183445190156599,0.348993288590604,0.6767337807606264,119,119,0.4957983193277311,0.5966386554621849,0.6050420168067226,0.865546218487395,0.8403361344537815,0.8739495798319328
10,0.7,128,6,7,0.0,2,4,1,0,same,0.0,4,0.6739081746920492,0.75498320268757,0.7442329227323629,False,False,False,False,False,False,False,0.36954087346024633,0.9608062709966405,0.8734602463605823,0.44568868980963045,0.7200447928331467,0.6472564389697648,0.9641657334826428,0.8812989921612542,0.43449048152295633,0.8477043673012318,0.5789473684210527,0.9652855543113102,0.8936170212765957,0.41097424412094063,0.8723404255319149,112,112,0.4642857142857143,0.7321428571428571,0.7410714285714286,0.8125,0.8571428571428571,0.8660714285714286
10,0.7,128,6,7,0.0,2,4,1,0,same,0.0,5,0.7522421524663677,0.8076233183856503,0.77152466367713,False,False,False,False,False,False,False,0.6782511210762332,0.9607623318385651,0.8822869955156951,0.5224215246636771,0.7174887892376681,0.6278026905829597,0.9630044843049327,0.8946188340807175,0.6266816143497758,0.9260089686098655,0.5807174887892377,0.9618834080717489,0.8968609865470852,0.5145739910313901,0.9035874439461884,105,105,0.5047619047619047,0.7333333333333333,0.7047619047619048,0.8571428571428571,0.8285714285714286,0.8857142857142857
10,0.7,128,6,7,0.0,2,4,1,0,different,0.03571428571428571,1,0.5580357142857143,0.5580357142857143,0.5580357142857143,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.07142857142857142,0.9497767857142857,0.8794642857142857,0.109375,0.7801339285714286,0.07142857142857142,0.9497767857142857,0.8794642857142857,0.109375,0.7801339285714286,0.07142857142857142,0.9497767857142857,0.8794642857142857,0.109375,0.7801339285714286,133,133,0.6842105263157895,0.7744360902255639,0.47368421052631576,0.8345864661654135,0.8270676691729323,0.6842105263157895
10,0.7,128,6,7,0.0,2,4,1,0,different,0.03571428571428571,2,0.6062569832402235,0.6156424581005586,0.7032402234636872,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.08491620111731843,0.9553072625698324,0.8044692737430168,0.24134078212290502,0.9452513966480447,0.13743016759776536,0.9553072625698324,0.8927374301675978,0.1430167597765363,0.9497206703910615,0.46033519553072627,0.9508379888268157,0.8748603351955307,0.33631284916201115,0.8938547486033519,126,126,0.746031746031746,0.7619047619047619,0.753968253968254,0.8412698412698413,0.7936507936507936,0.7380952380952381
10,0.7,128,6,7,0.0,2,4,1,0,different,0.03571428571428571,3,0.6834451901565995,0.6324384787472036,0.6659955257270693,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.43288590604026844,0.9485458612975392,0.9082774049217002,0.19463087248322147,0.9328859060402684,0.14541387024608501,0.9485458612975392,0.8299776286353467,0.2986577181208054,0.9395973154362416,0.674496644295302,0.9451901565995525,0.8803131991051454,0.4172259507829978,0.412751677852349,119,119,0.7310924369747899,0.8235294117647058,0.7815126050420168,0.865546218487395,0.8571428571428571,0.8739495798319328
10,0.7,128,6,7,0.0,2,4,1,0,different,0.03571428571428571,4,0.7531914893617021,0.6712206047032475,0.7287793952967525,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.48376259798432253,0.9496080627099664,0.7581187010078387,0.6080627099664053,0.9664053751399776,0.1612541993281075,0.948488241881299,0.5397536394176932,0.7413213885778276,0.9652855543113102,0.6909294512877939,0.9361702127659575,0.8712206047032475,0.46360582306830905,0.6819708846584547,112,112,0.7321428571428571,0.8303571428571429,0.7410714285714286,0.875,0.8482142857142857,0.8571428571428571
10,0.7,128,6,7,0.0,2,4,1,0,different,0.03571428571428571,5,0.757847533632287,0.7497757847533633,0.7591928251121076,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.5930493273542601,0.9495515695067265,0.9114349775784754,0.3778026905829596,0.9573991031390134,0.5302690582959642,0.9484304932735426,0.8307174887892377,0.4551569506726457,0.984304932735426,0.7062780269058296,0.9473094170403588,0.8576233183856502,0.4495515695067265,0.8352017937219731,105,105,0.7333333333333333,0.819047619047619,0.7619047619047619,0.8857142857142857,0.8571428571428571,0.9238095238095239
10,0.7,128,6,7,0.0,2,4,1,1,same,0.08571428571428572,1,0.7290066225165563,0.7290066225165563,0.7290066225165563,0.0,0.0,0.5,0.0,0.0,0.05,0.05,0.7417218543046358,0.9019867549668874,0.9390728476821192,0.5231788079470199,0.5390728476821192,0.7417218543046358,0.9019867549668874,0.9390728476821192,0.5231788079470199,0.5390728476821192,0.7417218543046358,0.9019867549668874,0.9390728476821192,0.5231788079470199,0.5390728476821192,133,133,0.7518796992481203,0.7969924812030075,0.3082706766917293,0.9172932330827067,0.5939849624060151,0.849624060150376
10,0.7,128,6,7,0.0,2,4,1,1,same,0.08571428571428572,2,0.5862068965517241,0.6488063660477453,0.7872679045092839,0.0,0.0,0.5,0.0,0.0,0.05,0.05,0.7042440318302388,0.7068965517241379,0.07029177718832891,0.7692307692307693,0.6803713527851459,0.6525198938992043,0.9190981432360743,0.20159151193633953,0.7374005305039788,0.73342175066313,0.8129973474801061,0.9111405835543767,0.8740053050397878,0.5901856763925729,0.7480106100795756,126,126,0.6984126984126984,0.8095238095238095,0.5,0.9126984126984127,0.5396825396825397,0.8809523809523809
10,0.7,128,6,7,0.0,2,4,1,1,same,0.08571428571428572,3,0.6276228419654715,0.701195219123506,0.7915006640106241,0.0,0.0,0.5,0.0,0.0,0.05,0.05,0.7104913678618858,0.7304116865869854,0.3798140770252324,0.6401062416998672,0.6772908366533864,0.6095617529880478,0.8897742363877822,0.6719787516600265,0.6069057104913679,0.7277556440903055,0.8180610889774237,0.9163346613545816,0.949535192563081,0.5192563081009296,0.7543160690571049,119,119,0.7310924369747899,0.773109243697479,0.7142857142857143,0.8991596638655462,0.6722689075630253,0.9243697478991597
10,0.7,128,6,7,0.0,2,4,1,1,same,0.08571428571428572,4,0.6747340425531915,0.7686170212765957,0.7976063829787234,0.0,0.0,0.5,0.0,0.0,0.05,0.05,0.7101063829787234,0.7992021276595744,0.45478723404255317,0.7180851063829787,0.6914893617021277,0.6183510638297872,0.8909574468085106,0.8922872340425532,0.723404255319149,0.7180851063829787,0.8164893617021277,0.9069148936170213,0.9601063829787234,0.5345744680851063,0.7699468085106383,112,112,0.7142857142857143,0.7857142857142857,0.7410714285714286,0.8928571428571429,0.7142857142857143,0.9553571428571429
10,0.7,128,6,7,0.0,2,4,1,1,same,0.08571428571428572,5,0.6774966711051931,0.7669773635153129,0.8175765645805593,0.0,0.0,0.5,0.0,0.0,0.05,0.05,0.677762982689747,0.8721704394141145,0.39280958721704395,0.7190412782956058,0.725699067909454,0.6458055925432756,0.9174434087882823,0.9227696404793608,0.5952063914780293,0.7536617842876165,0.7643142476697736,0.9067909454061251,0.9227696404793608,0.6484687083888149,0.8455392809587217,105,105,0.7428571428571429,0.8285714285714286,0.8857142857142857,0.8476190476190476,0.7333333333333333,0.9333333333333333
10,0.7,128,6,7,0.0,2,4,1,1,different,0.04285714285714286,1,0.6299337748344371,0.6299337748344371,0.6299337748344371,0.0,0.0,0.05,0.0,0.0,0.05,0.2,0.6741721854304635,0.9271523178807947,0.9589403973509933,0.5589403973509933,0.030463576158940398,0.6741721854304635,0.9271523178807947,0.9589403973509933,0.5589403973509933,0.030463576158940398,0.6741721854304635,0.9271523178807947,0.9589403973509933,0.5589403973509933,0.030463576158940398,133,133,0.5714285714285714,0.7443609022556391,0.41353383458646614,0.9097744360902256,0.7744360902255639,0.7969924812030075
10,0.7,128,6,7,0.0,2,4,1,1,different,0.04285714285714286,2,0.7257294429708223,0.7315649867374006,0.6140583554376657,0.0,0.0,0.05,0.0,0.0,0.05,0.2,0.9535809018567639,0.7612732095490716,0.9535809018567639,0.5278514588859416,0.4323607427055703,0.9509283819628647,0.7718832891246684,0.9562334217506632,0.5570291777188329,0.4217506631299735,0.96684350132626,0.5795755968169761,0.9588859416445623,0.3687002652519894,0.1962864721485411,126,126,0.5714285714285714,0.7619047619047619,0.6349206349206349,0.9126984126984127,0.8650793650793651,0.8174603174603174
10,0.7,128,6,7,0.0,2,4,1,1,different,0.04285714285714286,3,0.6905710491367862,0.6905710491367862,0.6332005312084993,0.0,0.0,0.05,0.0,0.0,0.05,0.2,0.9136786188579017,0.3837981407702523,0.9468791500664011,0.6839309428950863,0.5245683930942895,0.9415670650730412,0.3399734395750332,0.950863213811421,0.703851261620186,0.5166002656042497,0.9800796812749004,0.5723771580345286,0.9561752988047809,0.3200531208499336,0.33731739707835323,119,119,0.6050420168067226,0.7478991596638656,0.7899159663865546,0.907563025210084,0.9663865546218487,0.8571428571428571
10,0.7,128,6,7,0.0,2,4,1,1,different,0.04285714285714286,4,0.7154255319148937,0.7433510638297872,0.7180851063829787,0.0,0.0,0.05,0.0,0.0,0.05,0.2,0.8271276595744681,0.5877659574468085,0.949468085106383,0.6050531914893617,0.6077127659574468,0.839095744680851,0.7420212765957447,0.9547872340425532,0.5412234042553191,0.6396276595744681,0.964095744680851,0.788563829787234,0.9561170212765957,0.2765957446808511,0.6050531914893617,112,112,0.6428571428571429,0.75,0.8214285714285714,0.8839285714285714,0.9642857142857143,0.8571428571428571
