samples_per_class,discount,num_features,num_selected,lambda,kernel1_size,kernel2_size,num_skip,participant1,participant2,test_acc,n_shots,sim_acc,svm_acc,knn_total_acc,walk,stand,upstairs,type,drink,talk,smoke,eat,sim sit,sim bike,sim jog,sim downstairs,sim write,svm sit,svm bike,svm jog,svm downstairs,svm write,knn sit,knn bike,knn jog,knn downstairs,knn write,len_source,len_target,sim_source,sim_target,svm_source,svm_target,knn_source,knn_target
10,0.9,16,2,0.0001,2,1,1,1,same,0.2,1,0.6923420905533818,0.6923420905533818,0.6923420905533818,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.11626607043040806,0.6813862493012857,0.9457797652319732,0.9060927892677474,0.8121855785354947,0.11626607043040806,0.6813862493012857,0.9457797652319732,0.9060927892677474,0.8121855785354947,0.11626607043040806,0.6813862493012857,0.9457797652319732,0.9060927892677474,0.8121855785354947,152,152,0.5328947368421053,0.9210526315789473,0.24342105263157895,0.993421052631579,0.5263157894736842,0.7960526315789473
10,0.9,16,2,0.0001,2,1,1,1,same,0.2,2,0.692841163310962,0.667897091722595,0.7221476510067114,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.10011185682326622,0.5973154362416108,0.8691275167785235,0.8987695749440716,0.9988814317673378,0.12751677852348994,0.4658836689038031,0.8982102908277405,0.8478747203579419,1.0,0.10961968680089486,0.8853467561521253,0.8982102908277405,0.8931767337807607,0.8243847874720358,144,144,0.4513888888888889,0.9722222222222222,0.3819444444444444,0.9861111111111112,0.5694444444444444,0.8263888888888888
10,0.9,16,2,0.0001,2,1,1,1,same,0.2,3,0.72758813654169,0.7470621152770005,0.8475657526580862,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2059317291550084,0.6289871292669278,0.9345271404588696,0.8712926692781198,0.9972020145495244,0.17907106883044208,0.7683268047006155,0.9261331841074426,0.8662562954672636,0.9955232232792389,0.693900391717963,0.9418019026301063,0.8808058198097369,0.8987129266927812,0.8226077224398433,136,136,0.4632352941176471,0.9632352941176471,0.4411764705882353,0.9705882352941176,0.5588235294117647,0.8382352941176471
10,0.9,16,2,0.0001,2,1,1,1,same,0.2,4,0.6674132138857782,0.6396416573348265,0.8547592385218366,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.24412094064949608,0.6063829787234043,0.8919372900335947,0.5974244120940649,0.9972004479283315,0.24020156774916013,0.6478163493840985,0.8493840985442329,0.46360582306830905,0.9972004479283315,0.6959686450167973,0.9014557670772676,0.8247480403135499,0.8941769316909295,0.9574468085106383,128,128,0.453125,0.9765625,0.390625,0.9921875,0.5546875,0.8828125
10,0.9,16,2,0.0001,2,1,1,1,same,0.2,5,0.7087955182072829,0.7020728291316527,0.8851540616246498,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.21680672268907564,0.6448179271708684,0.9546218487394958,0.7310924369747899,0.9966386554621849,0.19663865546218487,0.7568627450980392,0.9518207282913165,0.6095238095238096,0.9955182072829132,0.7070028011204482,0.9014005602240897,0.973109243697479,0.8868347338935574,0.9574229691876751,120,120,0.49166666666666664,0.9666666666666667,0.45,0.9833333333333333,0.575,0.8333333333333334
10,0.9,32,2,0.0001,2,1,1,1,same,0.13125,1,0.7192845164896591,0.7192845164896591,0.7192845164896591,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.7059809949692566,0.6752375628842929,0.43767467859139186,0.7998882057015092,0.9776411403018446,0.7059809949692566,0.6752375628842929,0.43767467859139186,0.7998882057015092,0.9776411403018446,0.7059809949692566,0.6752375628842929,0.43767467859139186,0.7998882057015092,0.9776411403018446,152,152,0.5328947368421053,0.9342105263157895,0.39473684210526316,0.9802631578947368,0.5657894736842105,0.75
10,0.9,32,2,0.0001,2,1,1,1,same,0.13125,2,0.8610738255033556,0.8631991051454139,0.8693512304250559,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.7511185682326622,0.8271812080536913,0.8769574944071589,0.8965324384787472,0.953579418344519,0.7678970917225951,0.7281879194630873,0.9614093959731543,0.9161073825503355,0.9423937360178971,0.7287472035794184,0.9328859060402684,0.87248322147651,0.8702460850111857,0.9423937360178971,144,144,0.5694444444444444,0.8958333333333334,0.4305555555555556,0.9861111111111112,0.6666666666666666,0.7222222222222222
10,0.9,32,2,0.0001,2,1,1,1,same,0.13125,3,0.757806379406827,0.7468382764409625,0.8978175713486289,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.08841634023503078,0.910464465584779,0.940123111359821,0.8668158925573587,0.983212087297146,0.01119194180190263,0.8231673195299385,0.9876888640179071,0.9177392277560157,0.9944040290990487,0.7453833240067151,0.9809736989367656,0.9406827084499161,0.9250139899272524,0.8970341354224958,136,136,0.5588235294117647,0.875,0.49264705882352944,0.9705882352941176,0.7279411764705882,0.7573529411764706
10,0.9,32,2,0.0001,2,1,1,1,same,0.13125,4,0.8015677491601344,0.7424412094064949,0.9045912653975364,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.30627099664053753,0.8493840985442329,0.9759238521836506,0.8807390817469205,0.9955207166853304,0.048152295632698766,0.7715565509518477,0.9882418812989922,0.906494960806271,0.9977603583426652,0.7452407614781635,0.9423292273236282,0.9451287793952967,0.9361702127659575,0.9540873460246361,128,128,0.53125,0.90625,0.484375,0.9609375,0.71875,0.7421875
10,0.9,32,2,0.0001,2,1,1,1,same,0.13125,5,0.8751820728291316,0.808515406162465,0.9091316526610644,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.6767507002801121,0.8448179271708683,0.9675070028011205,0.8991596638655462,0.9876750700280112,0.33725490196078434,0.7915966386554621,0.9882352941176471,0.9282913165266107,0.9971988795518207,0.7803921568627451,0.942296918767507,0.946218487394958,0.942296918767507,0.934453781512605,120,120,0.5166666666666667,0.9,0.49166666666666664,0.9666666666666667,0.7833333333333333,0.7583333333333333
10,0.9,64,2,0.0001,2,1,1,1,same,0.0625,1,0.7002794857462269,0.7002794857462269,0.7002794857462269,0.05,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.07881498043599776,0.8462828395751817,0.9351593068753493,0.6472889882615986,0.9938513135830073,0.07881498043599776,0.8462828395751817,0.9351593068753493,0.6472889882615986,0.9938513135830073,0.07881498043599776,0.8462828395751817,0.9351593068753493,0.6472889882615986,0.9938513135830073,152,152,0.5263157894736842,0.9078947368421053,0.5460526315789473,0.9210526315789473,0.5723684210526315,0.9276315789473685
10,0.9,64,2,0.0001,2,1,1,1,same,0.0625,2,0.788255033557047,0.7378076062639821,0.8272930648769575,0.05,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.5855704697986577,0.7980984340044742,0.9552572706935123,0.6291946308724832,0.9731543624161074,0.3859060402684564,0.6812080536912751,0.9563758389261745,0.6739373601789709,0.9916107382550335,0.8473154362416108,0.8260626398210291,0.819910514541387,0.7567114093959731,0.8864653243847874,144,144,0.5486111111111112,0.9097222222222222,0.5069444444444444,0.9513888888888888,0.6944444444444444,0.8402777777777778
10,0.9,64,2,0.0001,2,1,1,1,same,0.0625,3,0.778623391158366,0.7177392277560156,0.8475657526580862,0.05,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.4252937884722999,0.8500279798545047,0.9764969222160045,0.6631225517627308,0.9781757134862898,0.2926692781197538,0.6804700615556799,0.9731393396754336,0.6474538332400671,0.9949636261891438,0.8656966983771684,0.8472299944040291,0.8494683827644096,0.7884722999440403,0.8869613878007835,136,136,0.5514705882352942,0.9044117647058824,0.5588235294117647,0.9338235294117647,0.6911764705882353,0.8529411764705882
10,0.9,64,2,0.0001,2,1,1,1,same,0.0625,4,0.7587905935050392,0.696976483762598,0.8391937290033594,0.05,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.46136618141097424,0.593505039193729,0.9686450167973124,0.7945128779395296,0.9759238521836506,0.1444568868980963,0.5442329227323628,0.9776035834266518,0.8185890257558791,1.0,0.8096304591265397,0.8197088465845465,0.8493840985442329,0.8118701007838746,0.9053751399776035,128,128,0.53125,0.9296875,0.5859375,0.9375,0.7265625,0.875
10,0.9,64,2,0.0001,2,1,1,1,same,0.0625,5,0.786890756302521,0.7380392156862745,0.8591596638655462,0.05,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.5619047619047619,0.5893557422969188,0.9775910364145658,0.8515406162464986,0.95406162464986,0.16470588235294117,0.6504201680672269,0.9820728291316526,0.8952380952380953,0.9977591036414566,0.8302521008403362,0.8207282913165266,0.9288515406162465,0.8100840336134454,0.9058823529411765,120,120,0.5416666666666666,0.9333333333333333,0.5833333333333334,0.9583333333333334,0.7416666666666667,0.8333333333333334
10,0.9,128,2,0.0001,2,1,1,1,same,0.225,1,0.5522638345444383,0.5522638345444383,0.5522638345444383,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0553381777529346,0.33985466741196196,0.645612073784237,0.7205142537730576,1.0,0.0553381777529346,0.33985466741196196,0.645612073784237,0.7205142537730576,1.0,0.0553381777529346,0.33985466741196196,0.645612073784237,0.7205142537730576,1.0,152,152,0.3881578947368421,0.993421052631579,0.40789473684210525,0.9868421052631579,0.5460526315789473,0.9210526315789473
10,0.9,128,2,0.0001,2,1,1,1,same,0.225,2,0.6473154362416107,0.6297539149888143,0.8470917225950783,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.10961968680089486,0.6381431767337807,0.8366890380313199,0.6521252796420581,1.0,0.10850111856823266,0.441834451901566,0.8780760626398211,0.7203579418344519,1.0,0.930089485458613,0.8299776286353467,0.9552572706935123,0.7494407158836689,0.7706935123042505,144,144,0.4722222222222222,0.9861111111111112,0.4513888888888889,0.9513888888888888,0.7430555555555556,0.5902777777777778
10,0.9,128,2,0.0001,2,1,1,1,same,0.225,3,0.6790151091214326,0.6448796866256296,0.8435366536094012,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.11359820928931169,0.672076105204253,0.9272523782876329,0.6838276440962507,0.9983212087297146,0.060996082820369335,0.5226636821488528,0.9602686066032456,0.6804700615556799,1.0,0.9675433687744823,0.8578623391158366,0.9653049804141018,0.6866256295467263,0.7403469501958589,136,136,0.4852941176470588,0.9852941176470589,0.47794117647058826,0.9558823529411765,0.6029411764705882,0.7573529411764706
10,0.9,128,2,0.0001,2,1,1,1,same,0.225,4,0.6812989921612542,0.683538633818589,0.8745800671892497,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.1511758118701008,0.6590145576707727,0.9490481522956327,0.648936170212766,0.9983202687569989,0.05263157894736842,0.6528555431131019,0.9669652855543113,0.7452407614781635,1.0,0.9697648376259799,0.9232922732362822,0.9815229563269877,0.7155655095184771,0.7827547592385219,128,128,0.4921875,0.9921875,0.4609375,0.96875,0.625,0.84375
10,0.9,128,2,0.0001,2,1,1,1,same,0.225,5,0.684593837535014,0.69109243697479,0.8820168067226891,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.26778711484593837,0.6408963585434174,0.9574229691876751,0.5624649859943978,0.9943977591036415,0.07675070028011205,0.6705882352941176,0.9747899159663865,0.7333333333333333,1.0,0.9535014005602241,0.9210084033613445,0.9630252100840336,0.7417366946778712,0.830812324929972,120,120,0.49166666666666664,0.9916666666666667,0.4666666666666667,0.9583333333333334,0.6583333333333333,0.8416666666666667
10,0.9,256,2,0.0001,2,1,1,1,same,0.09375,1,0.8386808272778088,0.8386808272778088,0.8386808272778088,0.25,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.8798211291224147,0.8960313024035774,0.9306875349357183,0.5953046394633874,0.8915595304639463,0.8798211291224147,0.8960313024035774,0.9306875349357183,0.5953046394633874,0.8915595304639463,0.8798211291224147,0.8960313024035774,0.9306875349357183,0.5953046394633874,0.8915595304639463,152,152,0.4868421052631579,0.9736842105263158,0.1118421052631579,1.0,0.743421052631579,0.6907894736842105
10,0.9,256,2,0.0001,2,1,1,1,same,0.09375,2,0.8890380313199105,0.859731543624161,0.9058165548098434,0.25,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.8534675615212528,0.8249440715883669,0.9697986577181208,0.860738255033557,0.9362416107382551,0.8590604026845637,0.6772930648769575,0.9748322147651006,0.8417225950782998,0.9457494407158836,0.8243847874720358,0.9161073825503355,0.9340044742729307,0.9524608501118568,0.9021252796420581,144,144,0.4930555555555556,0.9652777777777778,0.3611111111111111,0.9930555555555556,0.75,0.7083333333333334
