bs,discount,lambda,kernel1_size,kernel2_size,num_skip,participant1,participant2,test_acc,n_shots,sim_acc,svm_acc,knn_total_acc,walk,stand,upstairs,type,drink,talk,smoke,eat,sim jog,sim sit,sim bike,sim downstairs,sim write,svm jog,svm sit,svm bike,svm downstairs,svm write,knn jog,knn sit,knn bike,knn downstairs,knn write,len_source,len_target,sim_source,sim_target,svm_source,svm_target,knn_source,knn_target
64,0.6,0.0005,2,1,20,1,1,0.75,2,0.7407158836689038,0.7078299776286353,0.8590604026845637,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.42857142857142855,0.8,0.964765100671141,0.2181208053691275,0.6403803131991052,0.9060402684563759,0.9742729306487695,0.964765100671141,0.09899328859060402,0.5615212527964206,0.9323266219239373,0.9815436241610739,0.9010067114093959,0.9093959731543624,0.6621923937360179,0.9384787472035794,0.8842281879194631,20,20,0.45,0.75,0.4,0.85,0.35,0.7
64,0.6,0.0005,2,1,20,1,1,0.75,3,0.8832680470061556,0.8645775041969782,0.8817011751538892,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.42857142857142855,0.8,0.9725797425853385,0.8673754896474538,0.6754336877448237,0.9451594851706772,0.9557918298824846,0.9725797425853385,0.7907106883044208,0.6390598768886402,0.9524342473419138,0.9681029658645776,0.9099048684946839,0.9384443200895355,0.7274762171236709,0.9557918298824846,0.8768886401790711,12,12,0.3333333333333333,0.75,0.3333333333333333,0.75,0.5,0.75
64,0.6,0.0005,2,1,20,1,1,0.75,4,0.9333706606942889,0.9386338185890257,0.9325867861142217,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.42857142857142855,0.8,0.9669652855543113,0.879619260918253,0.8964165733482643,0.9602463605823068,0.9636058230683091,0.9686450167973124,0.8460246360582306,0.9496080627099664,0.9602463605823068,0.9686450167973124,0.9081746920492721,0.9294512877939529,0.9613661814109743,0.9669652855543113,0.896976483762598,7,7,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.42857142857142855,1.0
64,0.6,0.0005,2,1,20,1,1,0.75,5,0.9319887955182072,0.9310924369747899,0.9474509803921569,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.42857142857142855,0.8,0.9753501400560224,0.8795518207282913,0.8873949579831932,0.9529411764705882,0.9647058823529412,0.9798319327731092,0.7927170868347339,0.9529411764705882,0.9529411764705882,0.9770308123249299,0.9787114845938375,0.9081232492997199,0.9742296918767507,0.9529411764705882,0.923249299719888,2,2,False,True,False,True,0.5,1.0
64,0.6,0.001,2,1,20,1,1,0.75,1,0.9250978200111795,0.9250978200111795,0.9250978200111795,1.0,1.0,1.0,0.8,0.4,0.6,0.7142857142857143,0.6,0.9966461710452766,0.8060368921185019,0.9782001117942984,0.9250978200111795,0.9195081050866406,0.9966461710452766,0.8060368921185019,0.9782001117942984,0.9250978200111795,0.9195081050866406,0.9966461710452766,0.8060368921185019,0.9782001117942984,0.9250978200111795,0.9195081050866406,28,28,0.7857142857142857,0.8214285714285714,0.35714285714285715,1.0,0.7142857142857143,0.9285714285714286
64,0.6,0.001,2,1,20,1,1,0.75,2,0.9295302013422819,0.9304250559284116,0.930648769574944,1.0,1.0,1.0,0.8,0.4,0.6,0.7142857142857143,0.6,0.9944071588366891,0.8316554809843401,0.9569351230425056,0.941834451901566,0.9228187919463087,0.9932885906040269,0.8204697986577181,0.9602908277404921,0.9457494407158836,0.9323266219239373,0.9944071588366891,0.8450782997762863,0.9630872483221476,0.9368008948545862,0.9138702460850112,20,20,0.75,0.8,0.6,1.0,0.7,0.9
64,0.6,0.001,2,1,20,1,1,0.75,3,0.9080022383883604,0.9169557918298825,0.9298265249020705,1.0,1.0,1.0,0.8,0.4,0.6,0.7142857142857143,0.6,0.9921656407386682,0.8337996642417459,0.8612199216564074,0.9390039171796307,0.9138220481253497,0.9647453833240067,0.8349188584219362,0.9345271404588696,0.9468382764409625,0.9037493005036373,0.9944040290990487,0.8377168438724119,0.9585898153329603,0.9367655288192501,0.9216564073866816,12,12,0.75,0.9166666666666666,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334
64,0.6,0.001,2,1,20,1,1,0.75,4,0.9157894736842105,0.908622620380739,0.9360582306830907,1.0,1.0,1.0,0.8,0.4,0.6,0.7142857142857143,0.6,0.9910414333706606,0.8673012318029115,0.8980963045912654,0.9468085106382979,0.8756998880179171,0.93505039193729,0.8773796192609182,0.9356103023516238,0.9479283314669653,0.8471444568868981,0.9944008958566629,0.8706606942889138,0.9574468085106383,0.9356103023516238,0.9221724524076148,7,7,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.7142857142857143
64,0.6,0.001,2,1,20,1,1,0.75,5,0.9263865546218487,0.9228011204481793,0.9428571428571428,1.0,1.0,1.0,0.8,0.4,0.6,0.7142857142857143,0.6,0.9921568627450981,0.8543417366946778,0.9299719887955182,0.9523809523809523,0.9030812324929972,0.923249299719888,0.8644257703081233,0.9775910364145658,0.9596638655462185,0.8890756302521008,0.9943977591036415,0.8638655462184874,0.9585434173669468,0.9663865546218487,0.9310924369747899,2,2,True,True,True,True,True,True
64,0.6,0.005,2,1,20,1,1,0.7777777777777778,1,0.9073225265511459,0.9073225265511459,0.9073225265511459,1.0,1.0,1.0,1.0,0.2,0.8,0.42857142857142855,0.6,0.9441028507546115,0.7199552822806037,0.9385131358300727,0.9642258244829514,0.9698155394074902,0.9441028507546115,0.7199552822806037,0.9385131358300727,0.9642258244829514,0.9698155394074902,0.9441028507546115,0.7199552822806037,0.9385131358300727,0.9642258244829514,0.9698155394074902,28,28,0.6428571428571429,0.8214285714285714,0.42857142857142855,1.0,0.8214285714285714,0.7857142857142857
64,0.6,0.005,2,1,20,1,1,0.7777777777777778,2,0.9112975391498881,0.8980984340044743,0.9128635346756152,1.0,1.0,1.0,1.0,0.2,0.8,0.42857142857142855,0.6,0.9524608501118568,0.7376957494407159,0.9133109619686801,0.9776286353467561,0.9753914988814317,0.9625279642058165,0.7242729306487695,0.8529082774049217,0.9781879194630873,0.9725950782997763,0.9546979865771812,0.7253914988814317,0.9373601789709173,0.9731543624161074,0.9737136465324385,20,20,0.55,0.85,0.55,1.0,0.7,0.8
64,0.6,0.005,2,1,20,1,1,0.7777777777777778,3,0.906435366536094,0.9264689423614997,0.9124790151091214,1.0,1.0,1.0,1.0,0.2,0.8,0.42857142857142855,0.6,0.9518746502518187,0.8539451594851707,0.7929490766648013,0.9709009513150532,0.9625069949636262,0.9669837716843872,0.855623950755456,0.8802462227196418,0.9714605484051483,0.9580302182428652,0.9546726357022943,0.7705651930609961,0.9009513150531617,0.95747062115277,0.978735310576385,12,12,0.6666666666666666,0.9166666666666666,0.6666666666666666,1.0,0.9166666666666666,0.8333333333333334
64,0.6,0.005,2,1,20,1,1,0.7777777777777778,4,0.9054871220604703,0.9253079507278835,0.9143337066069429,1.0,1.0,1.0,1.0,0.2,0.8,0.42857142857142855,0.6,0.9675251959686451,0.8505039193729004,0.7855543113101904,0.9686450167973124,0.9552071668533034,0.971444568868981,0.8555431131019037,0.8779395296752519,0.9720044792833147,0.9496080627099664,0.958006718924972,0.7704367301231803,0.9020156774916014,0.9624860022396416,0.9787234042553191,7,7,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,0.8571428571428571,0.7142857142857143
64,0.6,0.005,2,1,20,1,1,0.7777777777777778,5,0.9188795518207283,0.9382633053221289,0.9355742296918768,1.0,1.0,1.0,1.0,0.2,0.8,0.42857142857142855,0.6,0.9725490196078431,0.8560224089635854,0.8375350140056023,0.9675070028011205,0.9607843137254902,0.9742296918767507,0.8661064425770308,0.9322128851540616,0.9703081232492997,0.9484593837535014,0.9641456582633053,0.8481792717086835,0.9333333333333333,0.9624649859943978,0.9697478991596639,2,2,True,True,True,True,True,True
64,0.6,0.01,2,1,20,1,1,0.6388888888888888,1,0.7920626048071548,0.7920626048071548,0.7920626048071548,0.3333333333333333,1.0,1.0,1.0,0.4,0.4,0.2857142857142857,0.8,0.9916154276131918,0.8932364449413079,0.21632196757965344,0.9491335941866965,0.9100055897149245,0.9916154276131918,0.8932364449413079,0.21632196757965344,0.9491335941866965,0.9100055897149245,0.9916154276131918,0.8932364449413079,0.21632196757965344,0.9491335941866965,0.9100055897149245,28,28,0.17857142857142858,1.0,0.14285714285714285,1.0,0.35714285714285715,0.75
64,0.6,0.01,2,1,20,1,1,0.6388888888888888,2,0.8557046979865772,0.8554809843400447,0.9293064876957494,0.3333333333333333,1.0,1.0,1.0,0.4,0.4,0.2857142857142857,0.8,0.9697986577181208,0.8668903803131991,0.5385906040268457,0.9614093959731543,0.941834451901566,0.9345637583892618,0.8808724832214765,0.5654362416107382,0.9725950782997763,0.9239373601789709,0.9916107382550335,0.8495525727069351,0.9093959731543624,0.9541387024608501,0.941834451901566,20,20,0.05,0.95,0.05,1.0,0.35,0.8
64,0.6,0.01,2,1,20,1,1,0.6388888888888888,3,0.8308897593732513,0.8405148293228876,0.9215444879686626,0.3333333333333333,1.0,1.0,1.0,0.4,0.4,0.2857142857142857,0.8,0.9535534415221041,0.838276440962507,0.4353665360940123,0.9692221600447678,0.9580302182428652,0.9334079462786794,0.8718522663682149,0.493564633463906,0.9731393396754336,0.9306099608282037,0.9916060436485731,0.7862339115836597,0.9048684946838277,0.9535534415221041,0.9714605484051483,12,12,False,True,False,True,0.3333333333333333,0.8333333333333334
64,0.6,0.01,2,1,20,1,1,0.6388888888888888,4,0.8488241881298992,0.9059350503919373,0.922060470324748,0.3333333333333333,1.0,1.0,1.0,0.4,0.4,0.2857142857142857,0.8,0.9697648376259799,0.8365061590145577,0.5274356103023516,0.9624860022396416,0.9479283314669653,0.9725643896976484,0.8768197088465846,0.8258678611422172,0.9658454647256439,0.8885778275475924,0.9916013437849944,0.7777155655095185,0.9076147816349384,0.9557670772676372,0.9776035834266518,7,7,0.14285714285714285,0.8571428571428571,False,True,0.2857142857142857,0.7142857142857143
