bs,discount,num_features,lambda,kernel1_size,kernel2_size,num_skip,participant1,participant2,test_acc,n_shots,sim_acc,svm_acc,knn_total_acc,walk,stand,upstairs,type,drink,talk,smoke,eat,sim jog,sim sit,sim bike,sim downstairs,sim write,svm jog,svm sit,svm bike,svm downstairs,svm write,knn jog,knn sit,knn bike,knn downstairs,knn write,len_source,len_target,sim_source,sim_target,svm_source,svm_target,knn_source,knn_target
64,0.1,256,0.0001,2,1,20,1,1,0.6944444444444444,1,0.7017328116266071,0.7017328116266071,0.7017328116266071,1.0,0.0,1.0,1.0,0.8,0.6,0.42857142857142855,0.8,0.8524315259921744,0.6998323085522639,0.9390721073225266,0.10508664058133035,0.9122414756847401,0.8524315259921744,0.6998323085522639,0.9390721073225266,0.10508664058133035,0.9122414756847401,0.8524315259921744,0.6998323085522639,0.9390721073225266,0.10508664058133035,0.9122414756847401,28,28,0.6428571428571429,0.8571428571428571,0.32142857142857145,1.0,0.5714285714285714,0.8928571428571429
64,0.1,256,0.0001,2,1,20,1,1,0.6944444444444444,2,0.8648769574944072,0.8105145413870246,0.8965324384787472,1.0,0.0,1.0,1.0,0.8,0.6,0.42857142857142855,0.8,0.9312080536912751,0.8624161073825504,0.7779642058165548,0.9004474272930649,0.8523489932885906,0.8182326621923938,0.8937360178970917,0.7309843400447428,0.8808724832214765,0.7287472035794184,0.8618568232662193,0.8579418344519015,0.9312080536912751,0.9060402684563759,0.9256152125279642,20,20,0.55,0.95,0.4,1.0,0.55,0.8
64,0.1,256,0.0001,2,1,20,1,1,0.6944444444444444,3,0.893340794627868,0.8848349188584219,0.9178511471740347,1.0,0.0,1.0,1.0,0.8,0.6,0.42857142857142855,0.8,0.9736989367655288,0.8237269166200336,0.82988248461108,0.9384443200895355,0.9009513150531617,0.983212087297146,0.8477895914941243,0.8830442081701175,0.9210968102965864,0.7890318970341355,0.9720201454952434,0.8349188584219362,0.9261331841074426,0.9127028539451595,0.9434806939003917,12,12,0.5,1.0,0.3333333333333333,1.0,0.5,0.8333333333333334
64,0.1,256,0.0001,2,1,20,1,1,0.6944444444444444,4,0.887905935050392,0.8922732362821949,0.9306830907054872,1.0,0.0,1.0,1.0,0.8,0.6,0.42857142857142855,0.8,0.9781634938409854,0.8852183650615901,0.8566629339305711,0.925531914893617,0.793952967525196,0.9843225083986562,0.8818589025755879,0.9316909294512878,0.9154535274356103,0.748040313549832,0.9720044792833147,0.8756998880179171,0.9288913773796192,0.9221724524076148,0.9546472564389697,7,7,0.42857142857142855,1.0,0.42857142857142855,1.0,0.5714285714285714,0.8571428571428571
64,0.1,256,0.0001,2,1,20,1,1,0.6944444444444444,5,0.8663305322128851,0.8473949579831933,0.9284033613445378,1.0,0.0,1.0,1.0,0.8,0.6,0.42857142857142855,0.8,0.9815126050420168,0.8885154061624649,0.8263305322128851,0.934453781512605,0.7008403361344537,0.9837535014005602,0.8873949579831932,0.8565826330532212,0.9165266106442577,0.5927170868347339,0.9725490196078431,0.8728291316526611,0.9148459383753501,0.9266106442577031,0.9551820728291317,2,2,False,True,False,True,0.5,1.0
64,0.2,256,0.0001,2,1,20,1,1,0.6111111111111112,1,0.7201788708775853,0.7201788708775853,0.7201788708775853,0.6666666666666666,1.0,1.0,0.6,0.8,0.6,0.14285714285714285,0.6,0.7870318613750699,0.7920626048071548,0.08831749580771381,0.9826718837339296,0.9508105086640581,0.7870318613750699,0.7920626048071548,0.08831749580771381,0.9826718837339296,0.9508105086640581,0.7870318613750699,0.7920626048071548,0.08831749580771381,0.9826718837339296,0.9508105086640581,28,28,0.4642857142857143,1.0,0.35714285714285715,1.0,0.6785714285714286,0.8214285714285714
64,0.2,256,0.0001,2,1,20,1,1,0.6111111111111112,2,0.604586129753915,0.6215883668903803,0.7737136465324385,0.6666666666666666,1.0,1.0,0.6,0.8,0.6,0.14285714285714285,0.6,0.8747203579418344,0.019574944071588368,0.19910514541387025,0.9334451901565995,0.9960850111856824,0.9149888143176734,0.0005592841163310962,0.2231543624161074,0.9720357941834452,0.9972035794183445,0.947986577181208,0.7919463087248322,0.4082774049217002,0.7740492170022372,0.9463087248322147,20,20,0.4,0.95,0.35,1.0,0.75,0.85
64,0.2,256,0.0001,2,1,20,1,1,0.6111111111111112,3,0.6139899272523783,0.6909904868494684,0.8409625069949637,0.6666666666666666,1.0,1.0,0.6,0.8,0.6,0.14285714285714285,0.6,0.9071068830442082,0.038052602126468944,0.32120872971460546,0.8052602126468943,0.9983212087297146,0.9781757134862898,0.0,0.527700055959709,0.9501958589815332,0.9988808058198098,0.9977616116396195,0.7918298824846111,0.6950195858981534,0.7739227756015669,0.9462786793508674,12,12,0.4166666666666667,0.9166666666666666,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333334
64,0.2,256,0.0001,2,1,20,1,1,0.6111111111111112,4,0.642441209406495,0.674020156774916,0.7779395296752519,0.6666666666666666,1.0,1.0,0.6,0.8,0.6,0.14285714285714285,0.6,0.9524076147816349,0.037513997760358346,0.25923852183650614,0.9636058230683091,0.9994400895856663,0.9680851063829787,0.0,0.4832026875699888,0.9188129899216125,1.0,0.6556550951847704,0.8029115341545353,0.6741321388577828,0.812989921612542,0.9440089585666294,7,7,0.2857142857142857,1.0,0.14285714285714285,1.0,0.42857142857142855,1.0
64,0.2,256,0.0001,2,1,20,1,1,0.6111111111111112,5,0.6676750700280112,0.7103641456582633,0.8654341736694677,0.6666666666666666,1.0,1.0,0.6,0.8,0.6,0.14285714285714285,0.6,0.9641456582633053,0.06890756302521009,0.34789915966386553,0.957983193277311,0.9994397759103641,0.9837535014005602,0.0,0.6633053221288515,0.9047619047619048,1.0,0.8252100840336134,0.8414565826330532,0.7669467787114846,0.9803921568627451,0.9131652661064426,2,2,False,True,False,True,True,True
