samples_per_class,discount,num_features,num_selected,lambda,kernel1_size,kernel2_size,num_skip,participant1,participant2,test_acc,n_shots,sim_acc,svm_acc,knn_total_acc,walk,stand,upstairs,type,drink,talk,smoke,eat,sim sit,sim bike,sim jog,sim downstairs,sim write,svm sit,svm bike,svm jog,svm downstairs,svm write,knn sit,knn bike,knn jog,knn downstairs,knn write,len_source,len_target,sim_source,sim_target,svm_source,svm_target,knn_source,knn_target
10,0.1,128,2,0.0001,2,1,1,1,same,0.1,1,0.7003912800447177,0.7003912800447177,0.7003912800447177,0.0,0.15,0.1,0.0,0.5,0.05,0.0,0.0,0.6741196198993852,0.7283398546674119,0.21185019564002236,0.9524874231414198,0.9351593068753493,0.6741196198993852,0.7283398546674119,0.21185019564002236,0.9524874231414198,0.9351593068753493,0.6741196198993852,0.7283398546674119,0.21185019564002236,0.9524874231414198,0.9351593068753493,152,152,0.48026315789473684,0.9736842105263158,0.3618421052631579,0.9802631578947368,0.6842105263157895,0.6776315789473685
10,0.1,128,2,0.0001,2,1,1,1,same,0.1,2,0.7111856823266219,0.6794183445190156,0.8721476510067114,0.0,0.15,0.1,0.0,0.5,0.05,0.0,0.0,0.2829977628635347,0.5234899328859061,0.9429530201342282,0.8461968680089486,0.9602908277404921,0.1784116331096197,0.511744966442953,0.9765100671140939,0.7337807606263982,0.9966442953020134,0.7774049217002237,0.727069351230425,0.9765100671140939,0.9110738255033557,0.9686800894854586,144,144,0.4930555555555556,0.9236111111111112,0.5069444444444444,0.9097222222222222,0.6527777777777778,0.7777777777777778
10,0.1,128,2,0.0001,2,1,1,1,same,0.1,3,0.8052602126468943,0.8210408505875769,0.8836038052602126,0.0,0.15,0.1,0.0,0.5,0.05,0.0,0.0,0.7498601007274762,0.6289871292669278,0.9557918298824846,0.7257974258533856,0.965864577504197,0.7951874650251819,0.676552881925014,0.9815332960268607,0.7084499160604365,0.9434806939003917,0.774482372691662,0.8494683827644096,0.910464465584779,0.9238947957470621,0.9597090095131505,136,136,0.49264705882352944,0.9264705882352942,0.47794117647058826,0.9705882352941176,0.6764705882352942,0.8235294117647058
10,0.1,128,2,0.0001,2,1,1,1,same,0.1,4,0.7938409854423292,0.8262038073908174,0.893505039193729,0.0,0.15,0.1,0.0,0.5,0.05,0.0,0.0,0.7541993281075028,0.6886898096304591,0.9546472564389697,0.6399776035834267,0.9316909294512878,0.8219484882418813,0.8012318029115342,0.973124300111982,0.7010078387458006,0.8337066069428891,0.7821948488241881,0.9316909294512878,0.9036954087346024,0.9076147816349384,0.9423292273236282,128,128,0.4765625,0.921875,0.4453125,0.9765625,0.6640625,0.8828125
10,0.1,128,2,0.0001,2,1,1,1,same,0.1,5,0.7878991596638656,0.7844257703081232,0.8819047619047619,0.0,0.15,0.1,0.0,0.5,0.05,0.0,0.0,0.7316526610644257,0.6554621848739496,0.9708683473389356,0.6952380952380952,0.8862745098039215,0.8112044817927171,0.7187675070028011,0.9742296918767507,0.7955182072829131,0.6224089635854342,0.7831932773109244,0.8801120448179272,0.9036414565826331,0.8862745098039215,0.9563025210084034,120,120,0.4583333333333333,0.9166666666666666,0.475,0.9666666666666667,0.7,0.8833333333333333
10,0.2,128,2,0.0001,2,1,1,1,same,0.11875,1,0.6249301285634432,0.6249301285634432,0.6249301285634432,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.75,0.8334264952487423,0.6349916154276132,0.8412520961430967,0.325321408608161,0.48965902738960315,0.8334264952487423,0.6349916154276132,0.8412520961430967,0.325321408608161,0.48965902738960315,0.8334264952487423,0.6349916154276132,0.8412520961430967,0.325321408608161,0.48965902738960315,152,152,0.506578947368421,0.9539473684210527,0.3815789473684211,0.9605263157894737,0.7171052631578947,0.756578947368421
10,0.2,128,2,0.0001,2,1,1,1,same,0.11875,2,0.7599552572706935,0.6847874720357942,0.7959731543624161,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.75,0.772930648769575,0.5682326621923938,0.7874720357941835,0.8803131991051454,0.79082774049217,0.8260626398210291,0.5363534675615212,0.6560402684563759,0.8624161073825504,0.5430648769574944,0.6834451901565995,0.6381431767337807,0.8154362416107382,0.8859060402684564,0.9569351230425056,144,144,0.5208333333333334,0.9444444444444444,0.4513888888888889,0.9375,0.9166666666666666,0.75
10,0.2,128,2,0.0001,2,1,1,1,same,0.11875,3,0.7863458310016788,0.7465025181869054,0.7941801902630107,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.75,0.7800783435926133,0.6771124790151091,0.7560156687185227,0.9110240626748741,0.8074986010072748,0.8332400671516508,0.5892557358701734,0.8656966983771684,0.9143816452154448,0.5299384443200895,0.7716843872411864,0.6905428091773923,0.7548964745383324,0.8013430330162283,0.9524342473419138,136,136,0.5294117647058824,0.9411764705882353,0.5073529411764706,0.9705882352941176,0.8529411764705882,0.7352941176470589
10,0.2,128,2,0.0001,2,1,1,1,same,0.11875,4,0.7209406494960806,0.758006718924972,0.8553191489361702,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.75,0.7844344904815229,0.7178051511758119,0.9227323628219485,0.387458006718925,0.7922732362821948,0.8331466965285554,0.6416573348264277,0.9647256438969765,0.8236282194848824,0.526875699888018,0.7866741321388577,0.8493840985442329,0.9697648376259799,0.7754759238521837,0.8952967525195968,128,128,0.5703125,0.9140625,0.5078125,0.9609375,0.8359375,0.7734375
10,0.2,128,2,0.0001,2,1,1,1,same,0.11875,5,0.7457703081232493,0.7847619047619048,0.8581512605042017,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.75,0.7848739495798319,0.711484593837535,0.9439775910364145,0.5047619047619047,0.7837535014005602,0.8291316526610645,0.7198879551820728,0.9602240896358544,0.8509803921568627,0.5635854341736695,0.7949579831932773,0.8464985994397759,0.9669467787114846,0.7871148459383753,0.8952380952380953,120,120,0.5666666666666667,0.9166666666666666,0.5,0.9833333333333333,0.85,0.7583333333333333
10,0.3,128,2,0.0001,2,1,1,1,same,0.13125,1,0.5809949692565679,0.5809949692565679,0.5809949692565679,0.0,0.05,0.2,0.0,0.0,0.8,0.0,0.0,0.7993292342090553,0.7579653437674678,0.9882615986584684,0.020122973728339856,0.3392956959195081,0.7993292342090553,0.7579653437674678,0.9882615986584684,0.020122973728339856,0.3392956959195081,0.7993292342090553,0.7579653437674678,0.9882615986584684,0.020122973728339856,0.3392956959195081,152,152,0.5131578947368421,0.9802631578947368,0.2894736842105263,1.0,0.5263157894736842,0.8552631578947368
10,0.3,128,2,0.0001,2,1,1,1,same,0.13125,2,0.5691275167785235,0.5052572706935123,0.6013422818791946,0.0,0.05,0.2,0.0,0.0,0.8,0.0,0.0,0.8109619686800895,0.6957494407158836,0.9854586129753915,0.06655480984340045,0.28691275167785235,0.8154362416107382,0.6470917225950783,0.7488814317673378,0.049776286353467564,0.2651006711409396,0.8165548098434005,0.7623042505592841,0.9865771812080537,0.1303131991051454,0.31096196868008946,144,144,0.5486111111111112,0.9305555555555556,0.3958333333333333,1.0,0.5555555555555556,0.7777777777777778
