samples_per_class,discount,num_features,num_selected,n_support,lambda,kernel1_size,kernel2_size,num_skip,participant1,participant2,test_acc,n_shots,sim_acc,svm_acc,knn_total_acc,Open Door 2,Close Door 2,Close Fridge,Close Dishwasher,Close Drawer 1,Close Drawer 2,Close Drawer 3,Clean Table,Drink from Cup,Toggle Switch,sim Open Door 1,sim Close Door 1,sim Open Fridge,sim Open Dishwasher,sim Open Drawer 1,sim Open Drawer 2,sim Open Drawer 3,svm Open Door 1,svm Close Door 1,svm Open Fridge,svm Open Dishwasher,svm Open Drawer 1,svm Open Drawer 2,svm Open Drawer 3,knn Open Door 1,knn Close Door 1,knn Open Fridge,knn Open Dishwasher,knn Open Drawer 1,knn Open Drawer 2,knn Open Drawer 3,len_source,len_target,sim_source,sim_target,svm_source,svm_target,knn_source,knn_target
10,0.7,128,6,7,0.0,2,4,1,3,different,0.04,1,0.4751203852327448,0.4751203852327448,0.4751203852327448,0.15,0.0,0.05,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.9550561797752809,0.1348314606741573,0.6853932584269663,0.16853932584269662,0.43820224719101125,0.2696629213483146,0.6741573033707865,0.9550561797752809,0.1348314606741573,0.6853932584269663,0.16853932584269662,0.43820224719101125,0.2696629213483146,0.6741573033707865,0.9550561797752809,0.1348314606741573,0.6853932584269663,0.16853932584269662,0.43820224719101125,0.2696629213483146,0.6741573033707865,190,190,0.6473684210526316,0.6473684210526316,0.5894736842105263,0.9,0.8631578947368421,0.7684210526315789
10,0.7,128,6,7,0.0,2,4,1,3,different,0.04,2,0.6055194805194806,0.599025974025974,0.5974025974025974,0.15,0.0,0.05,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.8068181818181818,0.625,0.7613636363636364,0.2159090909090909,0.7613636363636364,0.3409090909090909,0.7272727272727273,0.75,0.5909090909090909,0.7613636363636364,0.17045454545454544,0.6931818181818182,0.5454545454545454,0.6818181818181818,0.5227272727272727,0.75,0.7954545454545454,0.18181818181818182,0.6931818181818182,0.5340909090909091,0.7045454545454546,180,180,0.6555555555555556,0.6555555555555556,0.7611111111111111,0.8888888888888888,0.9055555555555556,0.8055555555555556
10,0.7,128,6,7,0.0,2,4,1,3,different,0.04,3,0.638752052545156,0.6091954022988506,0.6190476190476191,0.15,0.0,0.05,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.8850574712643678,0.40229885057471265,0.8735632183908046,0.4482758620689655,0.6666666666666666,0.3218390804597701,0.8735632183908046,0.8390804597701149,0.4482758620689655,0.8620689655172413,0.1839080459770115,0.6091954022988506,0.3793103448275862,0.9425287356321839,0.735632183908046,0.632183908045977,0.8160919540229885,0.19540229885057472,0.5632183908045977,0.4827586206896552,0.9080459770114943,170,170,0.6176470588235294,0.6764705882352942,0.8,0.8588235294117647,0.8705882352941177,0.8058823529411765
10,0.7,128,6,7,0.0,2,4,1,3,different,0.04,4,0.6312292358803987,0.6212624584717608,0.6378737541528239,0.15,0.0,0.05,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.9302325581395349,0.5116279069767442,0.7674418604651163,0.4418604651162791,0.5930232558139535,0.4186046511627907,0.7558139534883721,0.9186046511627907,0.5930232558139535,0.7558139534883721,0.20930232558139536,0.5813953488372093,0.46511627906976744,0.8255813953488372,0.8255813953488372,0.7674418604651163,0.7906976744186046,0.20930232558139536,0.47674418604651164,0.4883720930232558,0.9069767441860465,160,160,0.60625,0.66875,0.9,0.85625,0.93125,0.78125
10,0.7,128,6,7,0.0,2,4,1,3,different,0.04,5,0.6336134453781512,0.653781512605042,0.6840336134453782,0.15,0.0,0.05,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.9176470588235294,0.611764705882353,0.6705882352941176,0.4588235294117647,0.7529411764705882,0.29411764705882354,0.7294117647058823,0.9058823529411765,0.6941176470588235,0.6235294117647059,0.5647058823529412,0.8,0.2,0.788235294117647,0.8352941176470589,0.8,0.788235294117647,0.4470588235294118,0.4823529411764706,0.5647058823529412,0.8705882352941177,150,150,0.6066666666666667,0.6866666666666666,0.9466666666666667,0.82,0.9333333333333333,0.7866666666666666
10,0.7,128,6,7,0.0,2,4,1,4,same,0.145,1,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.1,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.45,0.85,0.016666666666666666,0.6333333333333333,0.6166666666666667,0.31666666666666665,0.55,0.75,0.85,0.016666666666666666,0.6333333333333333,0.6166666666666667,0.31666666666666665,0.55,0.75,0.85,0.016666666666666666,0.6333333333333333,0.6166666666666667,0.31666666666666665,0.55,0.75,190,190,0.45789473684210524,0.6052631578947368,0.3736842105263158,0.8105263157894737,0.6631578947368421,0.6578947368421053
10,0.7,128,6,7,0.0,2,4,1,4,same,0.145,2,0.7215496368038741,0.6731234866828087,0.648910411622276,0.1,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.45,0.9661016949152542,0.4576271186440678,0.711864406779661,0.7796610169491526,0.5423728813559322,0.8135593220338984,0.7796610169491526,0.9322033898305084,0.2711864406779661,0.7627118644067796,0.7627118644067796,0.423728813559322,0.8135593220338984,0.7457627118644068,0.9661016949152542,0.3050847457627119,0.6610169491525424,0.7457627118644068,0.423728813559322,0.6949152542372882,0.7457627118644068,180,180,0.4444444444444444,0.6222222222222222,0.48333333333333334,0.7555555555555555,0.6611111111111111,0.7222222222222222
10,0.7,128,6,7,0.0,2,4,1,4,same,0.145,3,0.7142857142857143,0.7389162561576355,0.7044334975369458,0.1,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.45,0.6379310344827587,0.8103448275862069,0.8620689655172413,0.6724137931034483,0.5172413793103449,0.7241379310344828,0.7758620689655172,0.8275862068965517,0.8620689655172413,0.8620689655172413,0.6379310344827587,0.46551724137931033,0.7413793103448276,0.7758620689655172,0.7413793103448276,0.7758620689655172,0.7413793103448276,0.7758620689655172,0.46551724137931033,0.6896551724137931,0.7413793103448276,170,170,0.4823529411764706,0.5882352941176471,0.5882352941176471,0.7235294117647059,0.6823529411764706,0.7647058823529411
10,0.7,128,6,7,0.0,2,4,1,4,same,0.145,4,0.7218045112781954,0.7393483709273183,0.6892230576441103,0.1,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.45,0.7368421052631579,0.7543859649122807,0.7894736842105263,0.6491228070175439,0.6140350877192983,0.7017543859649122,0.8070175438596491,0.6842105263157895,0.9122807017543859,0.8070175438596491,0.7192982456140351,0.5964912280701754,0.6666666666666666,0.7894736842105263,0.543859649122807,0.8771929824561403,0.631578947368421,0.7543859649122807,0.5964912280701754,0.6842105263157895,0.7368421052631579,160,160,0.44375,0.6375,0.6625,0.775,0.7125,0.8125
10,0.7,128,6,7,0.0,2,4,1,4,same,0.145,5,0.6862244897959183,0.7168367346938775,0.6836734693877551,0.1,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.45,0.5535714285714286,0.8214285714285714,0.7142857142857143,0.5178571428571429,0.625,0.7321428571428571,0.8392857142857143,0.6428571428571429,0.9464285714285714,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.7321428571428571,0.8392857142857143,0.5,0.8928571428571429,0.5714285714285714,0.6785714285714286,0.6071428571428571,0.7142857142857143,0.8214285714285714,150,150,0.5266666666666666,0.64,0.68,0.7933333333333333,0.7466666666666667,0.8
